curve,duty_ratio_percent,data_value
corotation_mass_flow_kg_s,9.409340659340659,6.595813204508853e-05
corotation_mass_flow_kg_s,9.478021978021978,6.624440865986764e-05
corotation_mass_flow_kg_s,9.546703296703297,6.653068527464663e-05
corotation_mass_flow_kg_s,9.615384615384615,6.681696188942567e-05
corotation_mass_flow_kg_s,9.684065934065934,6.710323850420472e-05
corotation_mass_flow_kg_s,9.752747252747254,6.738951511898371e-05
corotation_mass_flow_kg_s,9.821428571428571,6.767579173376276e-05
corotation_mass_flow_kg_s,9.89010989010989,6.79620683485418e-05
corotation_mass_flow_kg_s,9.958791208791208,6.82483449633208e-05
corotation_mass_flow_kg_s,10.027472527472527,6.853462157809984e-05
corotation_mass_flow_kg_s,10.096153846153847,6.882089819287889e-05
corotation_mass_flow_kg_s,10.164835164835164,6.910717480765788e-05
corotation_mass_flow_kg_s,10.233516483516484,6.939345142243692e-05
corotation_mass_flow_kg_s,10.302197802197803,6.967972803721597e-05
corotation_mass_flow_kg_s,10.37087912087912,6.996600465199496e-05
corotation_mass_flow_kg_s,10.43956043956044,7.025228126677406e-05
corotation_mass_flow_kg_s,10.508241758241759,7.053855788155305e-05
corotation_mass_flow_kg_s,10.576923076923077,7.082483449633205e-05
corotation_mass_flow_kg_s,10.645604395604396,7.111111111111109e-05
corotation_mass_flow_kg_s,10.714285714285714,7.111111111111109e-05
corotation_mass_flow_kg_s,10.782967032967033,7.111111111111109e-05
corotation_mass_flow_kg_s,10.851648351648352,7.149758454106281e-05
corotation_mass_flow_kg_s,10.92032967032967,7.149758454106281e-05
corotation_mass_flow_kg_s,10.989010989010989,7.188405797101452e-05
corotation_mass_flow_kg_s,11.057692307692308,7.227053140096618e-05
corotation_mass_flow_kg_s,11.126373626373626,7.227053140096618e-05
corotation_mass_flow_kg_s,11.195054945054945,7.227053140096618e-05
corotation_mass_flow_kg_s,11.263736263736265,7.304347826086956e-05
corotation_mass_flow_kg_s,11.332417582417582,7.304347826086956e-05
corotation_mass_flow_kg_s,11.401098901098901,7.342995169082127e-05
corotation_mass_flow_kg_s,11.469780219780219,7.342995169082127e-05
corotation_mass_flow_kg_s,11.538461538461538,7.381642512077293e-05
corotation_mass_flow_kg_s,11.607142857142858,7.381642512077293e-05
corotation_mass_flow_kg_s,11.675824175824175,7.420289855072465e-05
corotation_mass_flow_kg_s,11.744505494505495,7.497584541062802e-05
corotation_mass_flow_kg_s,11.813186813186814,7.613526570048312e-05
corotation_mass_flow_kg_s,11.881868131868131,7.613526570048312e-05
corotation_mass_flow_kg_s,11.95054945054945,7.613526570048312e-05
corotation_mass_flow_kg_s,12.01923076923077,7.613526570048312e-05
corotation_mass_flow_kg_s,12.087912087912088,7.57487922705314e-05
corotation_mass_flow_kg_s,12.156593406593407,7.652173913043478e-05
corotation_mass_flow_kg_s,12.225274725274724,7.57487922705314e-05
corotation_mass_flow_kg_s,12.293956043956044,7.613526570048312e-05
corotation_mass_flow_kg_s,12.362637362637363,7.613526570048312e-05
