velocity_m_s,flow_coordinate_inlet_0_outlet_1,temperature_K,direct_pixel_count,palette_uncertainty_K
5.0,0.94921875,334.49816581071167,856,1.5
5.0,0.953125,334.49816581071167,856,1.5
5.0,0.95703125,334.49816581071167,858,1.5
5.0,0.9609375,334.6085840058694,860,1.5
5.0,0.96484375,334.8451944240646,862,1.5
5.0,0.96875,334.8451944240646,860,1.5
5.0,0.97265625,334.8451944240646,856,1.5
5.0,0.9765625,334.8451944240646,842,1.5
5.0,0.98046875,334.49816581071167,832,1.5
5.0,0.984375,334.49816581071167,827,1.5
5.0,0.98828125,334.8451944240646,828,1.5
5.0,0.9921875,334.8451944240646,748,1.5
5.0,0.99609375,338.0,418,1.5
5.0,1.0,338.0,459,1.5
6.0,0.0,338.0,9,1.5
6.0,0.0038910505836575737,321.24798239178284,21,1.5
6.0,0.0077821011673151474,321.24798239178284,481,1.5
6.0,0.011673151750972721,321.24798239178284,626,1.5
6.0,0.015564202334630295,321.24798239178284,653,1.5
6.0,0.01945525291828787,321.24798239178284,651,1.5
6.0,0.023346303501945553,321.24798239178284,647,1.5
6.0,0.027237354085603127,321.24798239178284,645,1.5
6.0,0.0311284046692607,321.24798239178284,643,1.5
6.0,0.035019455252918275,321.24798239178284,642,1.5
6.0,0.03891050583657585,321.24798239178284,637,1.5
6.0,0.04280155642023342,321.24798239178284,639,1.5
6.0,0.046692607003890996,321.24798239178284,638,1.5
6.0,0.05058365758754868,321.24798239178284,629,1.5
6.0,0.054474708171206254,321.24798239178284,625,1.5
6.0,0.05836575875486383,321.24798239178284,620,1.5
6.0,0.0622568093385214,321.8789435069699,618,1.5
6.0,0.06614785992217898,322.0366837857667,618,1.5
6.0,0.07003891050583655,322.0366837857667,620,1.5
6.0,0.07392996108949412,322.1628760088041,615,1.5
6.0,0.0778210116731517,322.1628760088041,616,1.5
6.0,0.08171206225680927,322.25752017608215,617,1.5
6.0,0.08560311284046696,322.32061628760084,612,1.5
6.0,0.08949416342412453,322.3837123991196,612,1.5
