duty_ratio_percent,corotation_mass_flow_kg_s,reversion_mass_flow_kg_s
29.18956043956044,0.00011779710144927537,6.80193236714976e-05
29.25824175824176,0.00011795169082125603,6.84057971014493e-05
29.32692307692308,0.00011810628019323672,6.840579710144932e-05
29.395604395604398,0.00011826086956521737,6.879227053140097e-05
29.464285714285715,0.00011787439613526567,6.879227053140097e-05
29.532967032967036,0.00011787439613526567,6.917874396135263e-05
29.601648351648354,0.00011787439613526567,6.917874396135263e-05
29.67032967032967,0.00011787439613526567,6.917874396135263e-05
29.739010989010993,0.00011787439613526567,6.917874396135264e-05
29.80769230769231,0.00011787439613526567,6.956521739130434e-05
29.876373626373628,0.00011787439613526567,6.956521739130434e-05
29.94505494505495,0.00011787439613526567,6.917874396135264e-05
30.013736263736266,0.00011787439613526567,6.956521739130433e-05
30.082417582417584,0.00011787439613526567,6.917874396135263e-05
30.151098901098905,0.00011710144927536239,6.840579710144932e-05
30.219780219780223,0.00011787439613526568,6.879227053140101e-05
30.28846153846154,0.00011826086956521738,6.956521739130434e-05
30.35714285714286,0.00011903381642512081,6.995169082125604e-05
30.42582417582418,0.00011903381642512081,6.956521739130434e-05
30.494505494505496,0.00011903381642512081,6.956521739130434e-05
30.563186813186817,0.00011903381642512081,6.956521739130434e-05
30.631868131868135,0.00011903381642512081,6.956521739130434e-05
30.700549450549453,0.00011903381642512081,6.956521739130434e-05
30.769230769230774,0.00011903381642512082,6.956521739130436e-05
30.83791208791209,0.00011942028985507248,6.995169082125606e-05
30.90659340659341,0.00011980676328502415,6.995169082125606e-05
30.975274725274726,0.00012019323671497585,6.995169082125606e-05
31.043956043956047,0.00012096618357487922,6.995169082125607e-05
31.112637362637365,0.00012096618357487921,7.033816425120779e-05
31.181318681318682,0.00012057971014492756,7.049275362318839e-05
31.250000000000004,0.00012057971014492758,7.064734299516908e-05
