scenario,time_s,probability_nominal,probability_capacity_plus_12pct,probability_cooling_minus_15pct,probability_conduction_plus_20pct,probability_combined_mismatch,probability_load_input_minus_10pct
nominal,36.0,0.17831517644642828,0.17913980333005475,0.16036603009030237,0.16987254721093822,0.15967186220423701,0.15263458071803948
nominal,37.0,0.17186735957810026,0.1769916365349952,0.17658659887154177,0.16291127985207243,0.17682719008342287,0.13481593507986744
nominal,38.0,0.18296600839168375,0.18176265663486446,0.14923192218775208,0.17477755207307208,0.14843810062622304,0.16282376008640467
nominal,39.0,0.184402042232576,0.18109324681333208,0.1476126771330211,0.17758976188647352,0.14623117226817506,0.16307109966642222
nominal,40.0,0.19134703481993648,0.18050519714525542,0.1324240682647973,0.18683725604778206,0.12917182002947408,0.17971462369275468
nominal,41.0,0.1939078129282918,0.18558962607472212,0.12018997279879841,0.18590824880461784,0.11817474277633326,0.19622959661723666
nominal,42.0,0.18943576617684074,0.18602041365986136,0.13352890499917283,0.1816455460381433,0.13274034776338378,0.17662902136259806
nominal,43.0,0.1945585897677756,0.18999061451535917,0.11689569195884122,0.1840210017369402,0.11573376942462182,0.1988003325964621
nominal,44.0,0.19288082329654013,0.19241888590975614,0.12119736624288448,0.18107823234156628,0.1209641105002636,0.1914605817089894
nominal,45.0,0.19596643907464428,0.1907046676193966,0.11571271969360569,0.18636020432200667,0.11433187146029944,0.19692409783004722
nominal,46.0,0.19289183765503948,0.19198661340164636,0.12482546282376937,0.1831874538135475,0.12455627307747945,0.1825523592285178
nominal,47.0,0.19100972150373102,0.19706890741683084,0.12691657512941806,0.17760858119500936,0.12816711124751834,0.1792291035074925
nominal,48.0,0.1906616445799208,0.20223308178848537,0.12547025843357637,0.17354924736699104,0.12757474325915547,0.1805110245718709
nominal,49.0,0.18892755035881853,0.19486807926701205,0.13657512103085975,0.17871373589519884,0.13811315747803712,0.1628023559700738
nominal,50.0,0.18395383692085712,0.19372970404663972,0.1491943976099523,0.17437496408668957,0.15223252794996345,0.1465145693858978
nominal,51.0,0.18349127108723093,0.1912858048201528,0.15321670715339716,0.1762262262722818,0.15567096643439243,0.14010902423254487
nominal,52.0,0.18748183762111784,0.1935629673535484,0.14482755621594576,0.1801679898306427,0.14639199223313495,0.1475676567456104
nominal,53.0,0.19050922480552085,0.19553280379388274,0.13835681035655278,0.18304702471108217,0.13932966714289705,0.15322446919006447
nominal,54.0,0.19989979892175724,0.19900868488976967,0.11478225642799554,0.19119505229144848,0.11366360917900079,0.18145059829002833
nominal,55.0,0.19753598295975416,0.1951677570283074,0.12669691207197128,0.19281295481489522,0.12508630677002514,0.1627000863550468
nominal,56.0,0.20986822344884978,0.1947032129721033,0.09410980175868353,0.2048069648517724,0.08973981719004703,0.20677197977854403
nominal,57.0,0.2126580378900121,0.1947011774312267,0.08518058669685281,0.2070184921904248,0.08044793345808508,0.2199937723333985
nominal,58.0,0.2102859964673567,0.19653603640080644,0.09672132838007977,0.20637093635185125,0.09237399500649482,0.19771170739341098
nominal,59.0,0.21385471457508073,0.19576519830725814,0.08742763206060575,0.21011071501047457,0.08236505825673554,0.21047668178984535
