scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,T_zone_1_C,T_zone_2_C,T_zone_3_C,T_zone_4_C,T_zone_5_C,Tmax_C,Tmin_C,DeltaT_C,hotspot_zone_zero_based
final_prbs_seed1601,synthetic_final_confirmation,620.0,32.0,22.619999999999997,23.0,0.6,47.262920983176926,49.41660824664067,52.29701752770242,55.091925368612635,57.006428798898085,60.38585437702835,44.01194879868133,16.37390557834702,4
final_prbs_seed1601,synthetic_final_confirmation,640.0,24.0,25.34,23.0,0.6,47.34426293402432,49.50414935220768,52.39293386070563,55.19586208467929,57.115626194304255,60.50689718614377,44.08307353974148,16.42382364640229,4
final_prbs_seed1601,synthetic_final_confirmation,660.0,24.0,25.34,23.0,0.6,41.13234086474344,42.55335964921599,44.439174829568785,46.25436157895951,47.48385080073644,49.90328584948921,38.717838077911594,11.185447771577614,4
final_prbs_seed1601,synthetic_final_confirmation,680.0,24.0,25.34,23.0,0.6,41.16129140957762,42.58418999533646,44.47248306884545,46.29000325411425,47.52100441713244,49.94469428552564,38.74307999173612,11.201614293789525,4
final_prbs_seed1601,synthetic_final_confirmation,700.0,24.0,25.34,23.0,0.6,41.18929254772429,42.6140099533011,44.50470068204224,46.32447882366071,47.55694304950757,49.984755046985086,38.7674910624335,11.217263984551586,4
final_prbs_seed1601,synthetic_final_confirmation,720.0,32.0,22.619999999999997,23.0,0.6,41.21637541980091,42.642852638892066,44.53586337830298,46.357826433265274,47.59170642028036,50.023511983762035,38.791098636946494,11.232413346815541,4
final_prbs_seed1601,synthetic_final_confirmation,740.0,32.0,22.619999999999997,23.0,0.6,47.53317590800086,49.70621736135826,52.61253975624729,55.43211253929968,57.362723142379885,60.78170835424551,44.24795742778397,16.533750926461536,4
final_prbs_seed1601,synthetic_final_confirmation,760.0,32.0,22.619999999999997,23.0,0.6,47.6056733571834,49.78427789952285,52.69812347540038,55.52490517778123,57.460246161787566,60.889840451347155,44.3113318468122,16.578508604534953,4
final_prbs_seed1601,synthetic_final_confirmation,780.0,32.0,22.619999999999997,23.0,0.6,47.67580197505015,49.85978524895967,52.7809042625965,55.61465524113181,57.55456914244189,60.99444037629094,44.372628759058045,16.621811617232893,4
final_prbs_seed1601,synthetic_final_confirmation,800.0,32.0,22.619999999999997,23.0,0.6,47.74363913964742,49.932822907431415,52.86097392149064,55.701462515316905,57.64579712338882,61.09562355723532,44.43191622924766,16.66370732798766,4
