time_s,experiment_T1_C,experiment_T2_C,experiment_T3_C,paper_simulation_T1_C,paper_simulation_T2_C,paper_simulation_T3_C,reference_C
874.0,53.88847468157813,55.12966759863311,56.1444237340789,54.10997204100652,55.00795278036657,56.231562597079844,54.989994951848395
875.0,54.24277726001864,55.140571606088855,56.06244175209692,54.10997204100652,55.003883193538364,56.234855545200375,54.99070460546754
876.0,54.29151910531221,55.27045666356011,55.9358807082945,54.10997204100652,54.986020503261884,56.2300093196645,54.991414259086675
877.0,54.28664181422802,55.21292326809569,55.943118981050006,54.10997204100652,54.986020503261884,56.20730040385213,54.99212391270581
878.0,54.29636533084809,54.84945635290463,56.03715439577508,54.10997204100652,54.99900590245418,56.210562286424356,54.99283356632495
879.0,54.313420316868594,54.7932898415657,56.04846225535881,54.10997204100652,55.021714818266545,56.19916123019571,54.99354321994408
880.0,54.347312830071445,54.80708294501398,55.99502951227089,54.12861136999068,55.00465983224604,56.19757688723206,54.99425287356322
881.0,54.308449829139484,54.85554520037279,56.03740292016154,54.12861136999068,55.00465983224604,56.19757688723206,54.99496252718235
882.0,54.13699906803356,54.85554520037279,56.07511649580615,54.11798695246971,55.00465983224604,56.20820130475303,54.99567218080149
883.0,53.94330537433986,54.840851196023614,56.067101584342964,54.10997204100652,54.98996582789687,56.21621621621622,54.99638183442063
884.0,53.86778502640571,54.85554520037279,56.04858651755203,54.12861136999068,54.986020503261884,56.2165890027959,54.997091488039764
885.0,53.90307548928239,54.85973904939422,56.067101584342964,54.12861136999068,54.986020503261884,56.259552656104376,54.997801141658904
886.0,53.985647716682195,54.98987263125193,56.075365020192606,54.12861136999068,54.994283939111526,56.22447965206586,54.99851079527804
887.0,54.152438645542084,55.17213420316868,56.08574091332712,54.12861136999068,55.00465983224604,56.234855545200375,54.99922044889718
888.0,54.22180801491146,55.17465051258154,56.06933830382106,54.12861136999068,55.00465983224604,56.234855545200375,54.99993010251631
889.0,54.24044734389562,55.151941596769184,56.067101584342964,54.12861136999068,55.0232991612302,56.21621621621622,55.00063975613544
890.0,54.25815470643057,55.06430568499534,56.07300403852128,54.12270891581236,55.01739670705188,56.2103137620379,55.00134940975458
891.0,54.32628145386766,54.871575023299165,56.09571295433364,54.10997204100652,55.01463187325256,56.19757688723206,55.002059063373714
892.0,54.33824168996583,55.03348866107486,56.10438024231128,54.12401366884125,55.00925753339547,56.239701770736254,55.002768716992854
893.0,54.31553277415347,55.15219012115564,56.10438024231128,54.12861136999068,54.96843740292016,56.21727244485865,55.00347837061199
894.0,54.23336439888164,55.22479030754893,56.127399813606715,54.12506989748369,55.064119291705495,56.19757688723206,55.004188024231134
895.0,54.10422491456974,55.18685927306617,56.27500776638708,54.10997204100652,55.079217148182664,56.19757688723206,55.00465983224604
896.0,53.96085740913327,55.14209381795589,56.35253184218701,54.12165268716993,55.079217148182664,56.209257533395466,55.00465983224604
897.0,53.96085740913327,55.15088536812675,56.3638863000932,54.112861136999065,55.079217148182664,56.23196644920783,55.00465983224604
898.0,53.990587138863006,55.21323392357875,56.349052500776644,54.127430879155014,55.079217148182664,56.21621621621622,55.00465983224604
899.0,54.06927617272446,55.25511028269649,56.37347002174589,54.10472196334265,55.079217148182664,56.21621621621622,55.00465983224604
900.0,54.072693383038214,55.20969245107176,56.35601118359739,54.10065237651445,55.079217148182664,56.22553588070829,55.00465983224604
901.0,53.94221808014912,55.164274619447035,56.418887853370606,54.10997204100652,55.02566014290153,56.234855545200375,55.00465983224604
902.0,54.239018328673495,55.153774464119294,56.47480584032308,54.10997204100652,54.934824479652065,56.21739670705188,55.00465983224604
903.0,54.26616961789375,55.11043802423112,56.48005591798695,54.10997204100652,55.079217148182664,56.20335507921715,55.00465983224604
904.0,54.16141658900279,54.86026716371544,56.488847468157815,54.10997204100652,55.079217148182664,56.22093817955887,55.00465983224604
905.0,54.02516309412861,54.83690587138863,56.41099720410065,54.10997204100652,54.99099099099099,56.20860515688102,55.00465983224604
906.0,53.979496738117426,54.83690587138863,56.36533084808947,54.10997204100652,54.93010251630941,56.21621621621622,55.00465983224604
907.0,53.980024852438646,54.81668219944082,56.357937247592425,54.11050015532774,54.93010251630941,56.21621621621622,54.986020503261884
908.0,53.99813606710158,54.776141658900286,56.08598943771358,54.12401366884125,54.93010251630941,56.21161851506679,54.99061820441131
909.0,53.989468779123946,54.98294501397951,56.02115563839701,54.11863932898416,54.93010251630941,56.2062441752097,55.00465983224604
910.0,53.96675986331159,55.185150667909284,55.99844672258465,54.11587449518484,54.955576265921096,56.21621621621622,55.01739670705188
911.0,53.94405094749923,55.1910531220876,56.07657657657658,54.10997204100652,55.00099409754582,56.21621621621622,55.00649269959615
912.0,53.96085740913327,55.186579683131406,56.39068033550792,54.12861136999068,55.046411929170546,56.218452935694316,55.00465983224604
913.0,53.94193849021435,55.1600807704256,56.46511338925132,54.12861136999068,55.079217148182664,56.22854923889407,55.00465983224604
914.0,53.91531531531532,54.996023609816696,56.48331780055918,54.118235476856164,55.079217148182664,56.21621621621622,55.00465983224604
915.0,53.92357875116496,54.82665424044735,56.40074557315937,54.10997204100652,54.96365330848089,56.21621621621622,55.00465983224604
916.0,53.94209381795589,54.744206275240764,56.1062441752097,54.10997204100652,54.93010251630941,56.23473128300715,54.98614476545511
917.0,53.946163404784095,54.706430568499535,56.10438024231128,54.10997204100652,54.93010251630941,56.2201615408512,55.00465983224604
918.0,53.95284249767008,54.72246039142591,56.096365330848094,54.10997204100652,54.938117427772596,56.234855545200375,55.00465983224604
919.0,53.91804908356633,54.74370922646785,56.08574091332712,54.122056539297915,54.972910841876356,56.234855545200375,55.00465983224604
920.0,53.9049394221808,54.75986331158745,56.101894998446724,54.12861136999068,55.01832867350109,56.234855545200375,55.00465983224604
921.0,53.92357875116496,54.819850885368126,56.34669151910531,54.10997204100652,55.021714818266545,56.234855545200375,55.00465983224604
