scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,surface_zone_1_C,surface_zone_2_C,surface_zone_3_C,surface_zone_4_C,surface_zone_5_C,core_zone_1_C,core_zone_2_C,core_zone_3_C,core_zone_4_C,core_zone_5_C,Tmax_C,Tmin_C,hotspot_zone_zero_based,DeltaT_C
two_mass_final_prbs_seed2601,synthetic_final_confirmation,400.0,24.0,25.34,23.0,0.6,40.007723072635,41.3304706824518,43.17120040123302,44.941022335907064,46.07497962690953,31.35050761634351,32.011460245647186,32.93179062266547,33.817918102797016,34.3872709435739,48.475113324265905,37.63200098430076,4,10.843112339965145
two_mass_final_prbs_seed2601,synthetic_final_confirmation,420.0,24.0,25.34,23.0,0.6,40.07169689125271,41.39896956256935,43.246066928759724,45.02193824854908,46.15961470559397,31.697364892986432,32.384825412417854,33.342023459892125,34.26354705411367,34.85551200842956,48.56897431397693,37.68770557562696,4,10.881268738349974
two_mass_final_prbs_seed2601,synthetic_final_confirmation,440.0,24.0,25.34,23.0,0.6,40.13357715623151,41.46522612597362,43.318481680589066,45.100203268984494,46.241476377483586,32.03288818632467,32.74597611513024,33.738820150340956,34.694564420214206,35.308384874511106,48.659772623700974,37.74158158415389,4,10.918191039547082
two_mass_final_prbs_seed2601,synthetic_final_confirmation,460.0,24.0,25.34,23.0,0.6,40.19343237379835,41.529313772456646,43.38852495106157,45.17590425043635,46.3206555351903,32.35744772500956,33.09531188883328,34.122620772676136,35.111449383526256,35.7463941168005,48.74760820998346,37.79368901267933,4,10.953919197304131
two_mass_final_prbs_seed2601,synthetic_final_confirmation,480.0,40.0,19.9,23.0,0.6,40.251328808707825,41.591303499254764,43.456274404851534,45.249125200228406,46.3972400921108,32.67140164873712,33.43321920189396,34.49385099114206,35.514665408614704,36.17002773738216,48.8325777662437,37.84408589596973,4,10.988491870273975
two_mass_final_prbs_seed2601,synthetic_final_confirmation,500.0,40.0,19.9,23.0,0.6,53.258361883282525,56.27215442002508,60.536575465768095,64.70026031249228,67.4221338956452,33.46534868432518,34.31471450334032,35.499847888432164,36.64284773508084,37.37866663659904,72.17202879394102,48.96826253005875,4,23.203766263882272
two_mass_final_prbs_seed2601,synthetic_final_confirmation,520.0,40.0,19.9,23.0,0.6,53.41131703423583,56.437300010568954,60.719189384578776,64.89966498061113,67.63194432551973,34.25850448778603,35.19451271810169,36.50291310708282,37.76682706353722,38.58213235557156,72.40455541687743,49.10140466720477,4,23.30315074967266
two_mass_final_prbs_seed2601,synthetic_final_confirmation,540.0,40.0,19.9,23.0,0.6,53.55928124611874,56.59704826356677,60.895822042139905,65.09252599927537,67.83486195950277,35.026004960039685,36.04567553625506,37.473108029283964,38.85376850325078,39.7457956815737,72.62947366474387,49.23018981817048,4,23.39928384657339
two_mass_final_prbs_seed2601,synthetic_final_confirmation,560.0,40.0,19.9,23.0,0.6,53.70241728982815,56.75157553031918,61.06666935980028,65.2790581791444,68.03111335846847,35.768678237550255,36.86913410016341,38.41150992662635,39.90489361423433,40.870974824416265,72.8470326512676,49.35476044121944,4,23.492272210048156
two_mass_final_prbs_seed2601,synthetic_final_confirmation,580.0,40.0,19.9,23.0,0.6,53.84088262748942,56.90105239811906,61.231920836807525,65.45946927207532,68.22091762755635,36.4873257904687,37.66578930713023,39.31916076055143,40.921383627999916,41.95894426849946,73.05747332112047,49.47525433908954,4,23.58221898203093
two_mass_final_prbs_seed2601,synthetic_final_confirmation,600.0,40.0,19.9,23.0,0.6,53.97482958907827,57.04564388242395,61.39175976502484,65.6339602076983,68.40448666640263,37.18272327878592,38.43651279055111,40.1970683398765,41.90438078043114,43.01093622571391,73.2610287245687,49.591804813316614,4,23.66922391125209
two_mass_final_prbs_seed2601,synthetic_final_confirmation,620.0,40.0,19.9,23.0,0.6,54.104405539570784,57.18550960877745,61.5463634322763,65.80272531754107,68.58202540624941,37.855621381101244,39.1821478692911,41.04620744037597,42.85498960055755,44.02814203997931,73.45792427634923,49.70454081108848,4,23.753383465260754
two_mass_final_prbs_seed2601,synthetic_final_confirmation,640.0,32.0,22.619999999999997,23.0,0.6,54.22975304065446,57.320803988793536,61.695903319030705,65.96595255178701,68.75373203924586,38.50674659687169,39.90351046630809,41.86752088765539,43.774278156683,45.01171354502608,73.64837800604835,49.81358706731429,4,23.83479093873406
two_mass_final_prbs_seed2601,synthetic_final_confirmation,660.0,32.0,22.619999999999997,23.0,0.6,47.66275648945466,49.82817557574621,52.87137980244929,55.820873219974665,57.72815572505732,38.883817367555594,40.3122970792323,42.32088878989894,44.27072739884597,45.535810653837196,61.39639031060575,44.205324684822884,4,17.19106562578287
two_mass_final_prbs_seed2601,synthetic_final_confirmation,680.0,32.0,22.619999999999997,23.0,0.6,47.72831848526924,49.898515652678576,52.94847685344103,55.904409322272706,57.815658037778014,39.23556549547089,40.693557703891635,42.74358393143267,44.73345524900906,46.02425291506709,61.49360506270532,44.2623249790129,4,17.23128008369242
two_mass_final_prbs_seed2601,synthetic_final_confirmation,700.0,32.0,22.619999999999997,23.0,0.6,47.79173647344286,49.96655406570809,53.02304901607296,55.98520759539986,57.90029122137365,39.57584679012162,41.06236100137439,43.15243303333969,45.180991819642024,46.49663313423927,61.58764571286088,44.31745531303021,4,17.270190399830675
two_mass_final_prbs_seed2601,synthetic_final_confirmation,720.0,40.0,19.9,23.0,0.6,47.853080552093004,50.032366120539756,53.09517897948637,56.0633577799837,57.98214936965647,39.90503480122705,41.41911387048612,43.547889665674596,45.61383602056181,46.95347982580052,61.67861592500899,44.37077700281287,4,17.30783892219612
two_mass_final_prbs_seed2601,synthetic_final_confirmation,740.0,40.0,19.9,23.0,0.6,54.600672047613514,57.71952547598685,62.134112213097346,66.44189714597323,69.2529660074967,40.476475575026996,42.053302842624156,44.27142435426084,46.425022232118735,47.82225782457406,74.20282646936101,50.13608891335336,4,24.066737556007652
two_mass_final_prbs_seed2601,synthetic_final_confirmation,760.0,40.0,19.9,23.0,0.6,54.709807372155254,57.83735579897019,62.2644025398917,66.58416345803603,69.40265295698492,41.042467382531704,42.68102245192711,44.98707068696213,47.226897918855066,48.68071857173066,74.36893445525615,50.23099381149541,4,24.137940643760743
two_mass_final_prbs_seed2601,synthetic_final_confirmation,780.0,40.0,19.9,23.0,0.6,54.81538159862176,57.951335168476795,62.39042542079223,66.72176121902878,69.5474223873376,41.59015118339283,43.28831131986986,45.679265503733895,48.00235005849937,49.51078827482704,74.52960756269047,50.32279272304586,4,24.206814839644615
two_mass_final_prbs_seed2601,synthetic_final_confirmation,800.0,40.0,19.9,23.0,0.6,54.917510865680754,58.06158940856173,62.512320637879526,66.854843682524,69.68743593022572,42.12011796734927,43.87583379381917,46.34877738752533,48.75225012829768,50.31340717787288,74.68502372940337,50.41158721374442,4,24.27343651565895
