time_s,experiment_middle_C,experiment_T1_C,experiment_T2_C,paper_simulation_middle_C,paper_simulation_T1_C,paper_simulation_T2_C
810.0,55.12868362338242,55.26738955823293,54.84907630522088,55.006024096385545,54.97084337349398,54.92779116465863
811.0,55.17795091477019,55.30048192771085,55.137654618473896,55.006024096385545,54.97389558232932,54.92078714859438
812.0,55.227218206157964,55.103602983362016,55.1444016064257,55.006024096385545,54.97791164658634,54.91281927710843
813.0,55.276485497545735,54.9067240390132,55.14350200803213,55.006024096385545,54.98192771084337,54.897590361445786
814.0,55.32575278893351,54.888497991967846,55.015759036144594,55.006024096385545,54.9859437751004,54.897590361445786
815.0,55.34827309236948,55.08232931726908,54.82979919678714,55.00666666666667,54.98530120481928,54.904979919678716
816.0,55.39616064257028,55.137429718875495,54.68708433734939,55.01004016064257,54.981349397590364,54.90620080321285
817.0,55.386008032128515,55.19220883534137,54.75661044176707,55.01004016064257,54.97791164658634,54.913140562249
818.0,55.29024899598394,54.51163052208835,54.884353413654615,55.01004016064257,54.97389558232932,54.922586345381525
819.0,55.24979277108434,54.61630522088354,55.0863453815261,55.01004016064257,54.96624899598393,54.93010441767068
820.0,55.224626506024094,54.747871485943776,55.10176706827309,55.01004016064257,54.969558232931725,54.933734939759034
821.0,55.19946024096386,54.869734939759034,55.09865060240964,55.01004016064257,54.96204551539491,54.941767068273094
822.0,55.174293975903616,54.95574297188755,55.13453815261044,55.0140562248996,54.94007496653279,54.95018473895582
823.0,55.14912771084337,54.88951967871486,55.124192771084346,55.0140562248996,54.929718875502004,54.95808835341366
824.0,55.12396144578313,54.73681927710843,54.90147791164658,55.01807228915663,54.933734939759034,54.97797590361446
825.0,55.09879518072289,54.71285140562249,54.877510040160644,55.02208835341366,54.933734939759034,54.9859437751004
826.0,55.22122088353412,54.71272289156626,54.90141365461847,55.02610441767068,54.94571887550201,54.98587951807229
827.0,55.23882730923695,54.8194859437751,54.9175421686747,55.0262329317269,54.94979919678715,54.982056224899594
828.0,55.21945381526105,55.12897991967871,55.070281124497996,55.037959839357434,54.94979919678715,54.97810441767068
829.0,55.21084337349397,55.15863453815261,55.096594377510044,55.03815261044177,55.001751004016064,54.97791164658634
830.0,55.23124497991968,55.13951807228916,54.941767068273094,55.04618473895582,55.006024096385545,54.97389558232932
831.0,55.22779116465864,55.03504819277109,54.93296385542168,55.054216867469876,55.009654618473895,54.97389558232932
832.0,55.13791164658634,54.92869076305221,55.19342971887551,55.058232931726906,55.01807228915663,54.96987951807229
833.0,55.04803212851406,54.88843373493976,55.20126907630522,55.06523694779116,55.03413654618474,54.96586345381526
834.0,54.958152610441765,54.933156626506026,55.19538955823293,55.066843373493974,55.041590361445785,54.96644176706827
835.0,54.893574297188756,55.177054886211515,55.051646586345385,55.081686746987955,55.05020080321285,54.96923694779117
836.0,54.8122891566265,55.17020080321285,54.96062650602409,55.0863453815261,55.0615421686747,54.981702811244986
837.0,54.76136546184739,55.148128514056225,54.945783132530124,55.09437751004016,55.066265060240966,55.00046586345382
838.0,54.76541365461847,54.911309236947794,54.95130923694779,55.106425702811244,55.070281124497996,55.02208835341366
839.0,55.33617670682732,54.91718875502008,55.113236947791165,55.11355823293173,55.06938152610442,55.03278714859438
840.0,55.4089156626506,55.01261044176708,55.18481927710843,55.12152610441767,55.076481927710844,55.04827309236948
841.0,55.492803212851406,54.83352610441767,55.20178313253012,55.12846586345382,55.06929156626506,55.06122088353413
842.0,55.57669076305221,54.874265060240965,55.073815261044174,55.130522088353416,55.06210120481928,55.07722088353414
843.0,55.66057831325301,55.45759036144578,54.98825702811245,55.14944578313253,55.05491084337349,55.09437751004016
844.0,55.719309236947794,55.36011244979919,54.9518875502008,55.16265060240964,55.06504417670683,55.11603212851406
845.0,55.66208835341366,55.31895582329317,54.94722891566265,55.16939759036144,55.07574297188755,55.12522088353413
846.0,55.617172690763056,55.35275502008032,54.96853012048193,55.177365461847394,55.095694779116464,55.14122088353414
847.0,55.575341365461846,55.35423293172691,54.92287550200803,55.18674698795181,55.099582329317265,55.1425702811245
848.0,55.308546184738965,55.23865595716199,55.16676305220881,55.20133333333333,55.115518072289156,55.1495421686747
849.0,55.014083763625926,55.110827309236946,55.37395983935743,55.209301204819276,55.170682730923694,55.14658634538153
850.0,54.94819277108434,55.5144578313253,55.363453815261046,55.22128514056225,55.183534136546186,55.1425702811245
851.0,54.98995983935743,55.68775903614458,55.311566265060236,55.2292530120482,55.18909236947791,55.144240963855424
852.0,55.01101778542743,55.60615261044177,55.288337349397594,55.236674698795184,55.19706024096386,55.14658634538153
853.0,55.016153757888695,55.50912449799196,55.22009638554217,55.24117269076305,55.20724497991968,55.1425702811245
854.0,55.02128973034997,55.027807228915655,55.18273092369478,55.25286746987952,55.2210281124498,55.14443373493976
855.0,55.026425702811245,54.93742971887551,55.21116465863454,55.26321285140562,55.232751004016066,55.14867469879518
856.0,55.03156167527252,54.9619437751004,55.21887550200803,55.27510040160642,55.24323694779117,55.15461847389558
857.0,55.03669764773379,55.22687550200802,55.22886746987952,55.28313253012048,55.25372289156627,55.166666666666664
858.0,55.04183362019507,55.542056224899596,55.246763052208834,55.295180722891565,55.26305220883534,55.184626506024095
859.0,55.042522088353415,55.48126907630522,55.34738955823293,55.30687550200803,55.26706827309237,55.20830522088353
